江苏,#genre#
明珠台,http://vallest.uk/livehttpplay?channel_id=30026
明珠台,http://vallest.uk/livehttpplay?channel_id=20125
VIUTV,http://vallest.uk/livehttpplay?channel_id=30032
VIUTV,http://vallest.uk/livehttpplay?channel_id=20131
VIU6TV,http://vallest.uk/livehttpplay?channel_id=30033
VIU6TV,http://vallest.uk/livehttpplay?channel_id=20132
RTHK-31,http://vallest.uk/livehttpplay?channel_id=30066
RTHK-32,http://vallest.uk/livehttpplay?channel_id=30067
RTHK-32,http://vallest.uk/livehttpplay?channel_id=20203
RTHK-32,http://vallest.uk/livehttpplay?channel_id=30028

超清专区,#genre#
欢笑剧场4K超高清,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
湖南卫视4K,http://iptv.cqshushu.com/migu.php?pid=hunws4k&token=0125d9fbf2427fc887d5d160017d7c28
浙江卫视4K,http://iptv.cqshushu.com/migu.php?pid=zjws4k&token=0125d9fbf2427fc887d5d160017d7c28
江苏卫视4K,http://iptv.cqshushu.com/migu.php?pid=jsws4k&token=0125d9fbf2427fc887d5d160017d7c28
东方卫视4K,http://iptv.cqshushu.com/migu.php?pid=dfws4k&token=0125d9fbf2427fc887d5d160017d7c28
北京卫视4K,http://iptv.cqshushu.com/migu.php?pid=bjws4k&token=0125d9fbf2427fc887d5d160017d7c28
广东卫视4K,http://iptv.cqshushu.com/migu.php?pid=gdws4k&token=0125d9fbf2427fc887d5d160017d7c28
广东卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.27:5146?token=0125d9fbf2427fc887d5d160017d7c28
深圳卫视4K,http://iptv.cqshushu.com/migu.php?pid=szws4k&token=0125d9fbf2427fc887d5d160017d7c28
山东卫视4K,http://iptv.cqshushu.com/migu.php?pid=sdws4k&token=0125d9fbf2427fc887d5d160017d7c28
四川卫视4K,http://iptv.cqshushu.com/migu.php?pid=scws4k&token=0125d9fbf2427fc887d5d160017d7c28
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8?token=0125d9fbf2427fc887d5d160017d7c28
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8?token=0125d9fbf2427fc887d5d160017d7c28
4K南国都市,http://iptv.cqshushu.com/gddf.php?id=ngds&token=0125d9fbf2427fc887d5d160017d7c28
4K专区,#genre#
纯享4K,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111083/1.m3u8
4K频道,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000003000004748/1.m3u8
4K频道,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111220/1.m3u8
CCTV16-4K,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111092/1.m3u8
CCTV16-4K,http://nas.201606.xyz:4022/udp/239.11.0.67:5140
CCTV16-4K,http://nas.201606.xyz:4022/udp/239.10.0.187:5140
CCTV-4K,http://183.47.2.156:16883/udp/239.77.0.194:5146
CCTV-4K,https://yangshipin.cn/tv/home?pid=600002264
峨眉电影4k,http://60.255.72.119:4022//udp/239.132.1.87:5000
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
河北4K,http://106.53.99.30/tv/api.php?id=hebtv4k 
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
4K华数,http://124.227.196.214:9988/rtp/239.81.0.123:4056
4K华数,http://nas.201606.xyz:4022/udp/239.11.0.120:5140
北京卫视4K,http://124.227.196.214:9988/rtp/239.81.0.225:4056
北京卫视4K,http://124.227.196.214:9988/rtp/239.81.0.226:4056
北京卫视4K,http://36.24.79.120:4022/udp/233.50.202.100:5140
北京卫视4K,http://nas.201606.xyz:4022/udp/239.10.0.91:5140
北京卫视4K,http://nas.201606.xyz:4022/udp/239.10.0.92:5140
北京卫视4K,http://ss.btc8080.top:8188/udp/239.49.0.42:8000
北京卫视4K,https://migu.188766.xyz/?migutoken=2e384d3ade3e9b9cf81f8ce7707dd2b6&id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&type=yy
广东卫视4K,http://124.227.196.214:9988/rtp/239.81.0.252:4056
广东卫视4K,http://36.24.79.120:4022/udp/233.50.202.101:5140
广东卫视4K,http://xxwx.yoesun.com/xxw/卫视4K.php?id=gd4k
广东卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.27:5146
广东卫视4K,https://migu.188766.xyz/?migutoken=ff5fa95b8688703876a4b24836913b7d&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%864K&pp=1
深圳卫视4K,http://124.227.196.214:9988/rtp/239.81.0.254:4056
深圳卫视4K,http://36.24.79.120:4022/udp/233.50.202.102:5140
深圳卫视4K,http://nas.201606.xyz:4022/udp/239.10.0.93:5140
深圳卫视4K,https://migu.188766.xyz/?migutoken=b50d104680068bc08affa2751b3e02af&id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86&pp=1
浙江卫视4K,http://124.227.196.214:9988/rtp/239.81.0.75:4056
浙江卫视4K,http://36.24.79.120:4022/udp/233.50.202.104:5140
浙江卫视4K,https://migu.188766.xyz/?migutoken=8d3bc3f695a15705b574892ea03fe612&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%864K&pp=1
东方卫视4K,http://124.227.196.214:9988/rtp/239.81.0.76:4056
东方卫视4K,http://36.24.79.120:4022/udp/233.50.202.105:5140
东方卫视4K,https://migu.188766.xyz/?migutoken=d071a95da590b0cd1e6c18ee8da89fc8&id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%864K&pp=1
湖南卫视4K,http://124.227.196.214:9988/rtp/239.81.0.72:4056
湖南卫视4K,http://36.24.79.120:4022/udp/233.50.202.106:5140
湖南卫视4K,https://migu.188766.xyz/?migutoken=7cfbe7d4a78d08b04f99dd8f1bd53b9b&id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%864K&pp=1
江苏卫视4K,http://124.227.196.214:9988/rtp/239.81.0.73:4056
江苏卫视4K,http://36.24.79.120:4022/udp/233.50.202.107:5140
江苏卫视4K,https://migu.188766.xyz/?migutoken=ecbb658d951f4ddef73fc42e3746354e&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%864K&pp=1
山东卫视4K,http://124.227.196.214:9988/rtp/239.81.0.78:4056
山东卫视4K,http://36.24.79.120:4022/udp/233.50.202.108:5140
山东卫视4K,https://migu.188766.xyz/?migutoken=4cabf8da6ae4e4cdade8334278776e90&id=%E5%B1%B1%E4%B8%9C%E5%8D%AB%E8%A7%864K&pp=1
四川卫视4K,http://124.227.196.214:9988/rtp/239.81.0.80:4056
四川卫视4K,http://36.24.79.120:4022/udp/233.50.202.109:5140
四川卫视4Khttps://migu.188766.xyz/?migutoken=ddd6c6f0d967e89c1b02f5d3ee24be4d&id=%E5%9B%9B%E5%B7%9D%E5%8D%AB%E8%A7%864K&pp=1
北京卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.2:5146
北京卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.3:5146
北京卫视电信4K,http://183.47.2.156:16883/udp/239.77.1.13:5146
广东卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.65:5146
广东卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.66:5146
广东卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.65:5146
深圳卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.67:5146
浙江卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.58:5146
东方卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.59:5146
湖南卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.56:5146
江苏卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.57:5146
山东卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.61:5146
四川卫视电信4K,http://183.47.2.156:16883/udp/239.77.0.60:5146
广东综艺电信4K,http://183.47.2.156:16883/udp/239.77.0.244:5146
广东综艺电信4K,http://183.47.2.156:16883/udp/239.77.0.245:5146
广东综艺电信4K,http://183.47.2.156:16883/udp/239.77.0.237:5146
南国都市电信4K,http://183.47.2.156:16883/udp/239.253.43.99:5146
欢笑剧4K,http://lijiahe.cn:8887/udp/239.49.8.106:8000
欢笑剧场4K,http://36.24.79.120:4022/udp/233.50.200.52:5140
欢笑剧场4K,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000002000009455
百事通3-4k,http://ns.tvbox.website:20250/udp/233.50.200.185:5140
百事通2-4k,http://ns.tvbox.website:20250/udp/233.50.200.183:5140
百事通1-4k,http://ns.tvbox.website:20250/udp/233.50.200.182:5140
咪咕4K-1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=toShengfen&/PLTV/&
咪咕4K-2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015686&livemode=1&stbId=toShengfen&/PLTV/&
凤凰中文,http://nas.201606.xyz:4022/udp/239.11.0.153:5140
凤凰资讯,http://nas.201606.xyz:4022/udp/239.11.0.154:5140
【V】,http://nas.201606.xyz:4022/udp/239.11.0.155:5140
星空,http://nas.201606.xyz:4022/udp/239.11.0.156:5140
CHC家庭影院,http://nas.201606.xyz:4022/udp/239.10.0.86:5140
CHC动作电影,http://nas.201606.xyz:4022/udp/239.10.0.87:5140
CHC影迷电影,http://nas.201606.xyz:4022/udp/239.10.0.88:5140
卫电信4K,http://183.47.2.156:16883/rtp/239.77.0.129:5146
广西IPTV,http://124.227.196.214:9988/rtp/239.81.0.253:4056
广西IPTV,http://124.227.196.214:9988/rtp/239.81.0.251:4056


重庆移动内网央卫,#genre#
党建,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111099/1.m3u8
CCTV-1,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111211/1.m3u8
CCTV-1,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111001/1.m3u8
CCTV-1,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111062/1.m3u8
CCTV-2,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111001/1.m3u8
CCTV-2,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111001/1.m3u8
CCTV-2,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111002/1.m3u8
CCTV-3,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111057/1.m3u8
CCTV-4,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111102/1.m3u8
CCTV-4,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111003/1.m3u8
CCTV-4,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111003/1.m3u8
CCTV-5,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111058/1.m3u8
CCTV-5+,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111103/1.m3u8
CCTV-5+,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111061/1.m3u8
CCTV-5+,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111005/1.m3u8
CCTV-7,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111004/1.m3u8
CCTV-7,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111007/1.m3u8
CCTV-6,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111059/1.m3u8
CCTV-8,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111060/1.m3u8
CCTV-8K,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111105/1.m3u8
CCTV-9,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111009/1.m3u8
CCTV-9,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111005/1.m3u8
CCTV-10,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111006/1.m3u8
CCTV-10,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111010/1.m3u8
CCTV-11,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111011/1.m3u8
CCTV-11,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111007/1.m3u8
CCTV-12,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111008/1.m3u8
CCTV-12,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111012/1.m3u8
CCTV-13,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111013/1.m3u8
CCTV-13,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111009/1.m3u8
CCTV-14,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111010/1.m3u8
CCTV-14,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111014/1.m3u8
CCTV-15,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111015/1.m3u8
CCTV-15,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111011/1.m3u8
CCTV-16,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111091/1.m3u8
CCTV-17,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111012/1.m3u8
CCTV-17,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111016/1.m3u
CGTN西班牙语,http://ltccq.cqa.bcs.ottcn.com/000000001666/1000000006000280002/1.m3u8
CGTN记录,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111053/1.m3u8
CGTN-英文,http://ltccq.cqa.bcs.ottcn.com/000000001666/1000000002000009569/1.m3u8
CGTN俄语,http://ltccq.cqa.bcs.ottcn.com/000000001666/1000000006000280004/1.m3u8
CGTN法语,http://ltccq.cqa.bcs.ottcn.com/000000001666/1000000006000280003/1.m3u8
CGTN,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111070/1.m3u8
CGTN阿拉伯,http://ltccq.cqa.bcs.ottcn.com/000000001666/1000000006000280001/1.m3u8
东南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111110/1.m3u8
重庆卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111013/1.m3u8
江苏卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111026/1.m3u8
浙江卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111027/1.m3u8
东方卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111028/1.m3u8
深圳卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111029/1.m3u8
北京卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111030/1.m3u8
山东卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111031/1.m3u8
天津卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111032/1.m3u8
贵州卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111033/1.m3u8
四川卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111034/1.m3u8
云南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111035/1.m3u8
广西卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111036/1.m3u8
黑龙江卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111037/1.m3u8
安徽卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111038/1.m3u8
山西卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111039/1.m3u8
江西卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111040/1.m3u8
湖北卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111041/1.m3u8
海南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111042/1.m3u8
陕西卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111043/1.m3u8
东南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111044/1.m3u8
辽宁卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111045/1.m3u8
内蒙古卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111046/1.m3u8
湖南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111047/1.m3u8
广东卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111048/1.m3u8
河南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111049/1.m3u8
河北卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111050/1.m3u8
宁夏卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111051/1.m3u8
甘肃卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111052/1.m3u8
青海卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111053/1.m3u8
新疆卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111054/1.m3u8
西藏卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111055/1.m3u8
吉林卫视,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111056/1.m3u8
安徽卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111038/1.m3u8
北京纪实,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111076/1.m3u8
北京卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111018/1.m3u8
兵团卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/1000000005000266005/1.m3u8
内蒙古卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111041/1.m3u8
宁夏卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111039/1.m3u8
青海卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111036/1.m3u8
求索纪录,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000002000032052/1.m3u8
厦门卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/1000000005000266006/1.m3u8
山东教育,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111046/1.m3u8
山东卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111037/1.m3u8
山西卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111032/1.m3u8
陕西卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111033/1.m3u8
东方卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111080/1.m3u8
深圳卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111022/1.m3u8
四川卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111029/1.m3u8
天津卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111025/1.m3u8
东方卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111024/1.m3u8
东方卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111109/1.m3u8
东南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111028/1.m3u8
甘肃卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111040/1.m3u8
广东卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111019/1.m3u8
广西卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111030/1.m3u8
贵州卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111034/1.m3u8
海南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111072/1.m3u8
河北卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111031/1.m3u8
河南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111090/1.m3u8
黑龙江卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111052/1.m3u8
西藏卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111073/1.m3u8
新疆卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111050/1.m3u8
炫动卡通,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111048/1.m3u8
延边卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/1000000005000266008/1.m3u8
云南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111051/1.m3u8
浙江卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111020/1.m3u8
湖北卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111035/1.m3u8
湖南卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111023/1.m3u8
吉林卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111049/1.m3u8
江苏卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111021/1.m3u8
江西卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111026/1.m3u8
康巴卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/1000000005000266002/1.m3u8
辽宁卫视,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111027/1.m3u8
CETV1,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111064/1.m3u8
CETV1,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111043/1.m3u8
CETV2,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111100/1.m3u8
CETV4,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111042/1.m3u8
CETV4,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111063/1.m3u8
山东教育,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111065/1.m3u8
重庆移动内网爱TV,#genre#
iHOT爱谍战,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000070630/1.m3u8
iHOT爱谍战,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111221/1.m3u8
iHOT爱动漫,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000280630/1.m3u8
iHOT爱动漫,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111205/1.m3u8
iHOT爱科幻,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000020630/1.m3u8
iHOT爱科学,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000160630/1.m3u8
iHOT爱浪漫,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000040630/1.m3u8
iHOT爱旅行,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000250630/1.m3u8
iHOT爱奇谈,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000270630/1.m3u8
iHOT爱奇谈,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111201/1.m3u8
iHOT爱赛车,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000240630/1.m3u8
iHOT爱体育,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000290630/1.m3u8
iHOT爱玩具,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000220630/1.m3u8
iHOT爱喜剧,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000010630/1.m3u8
iHOT爱悬疑,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000050630/1.m3u8
iHOT爱幼教,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000180630/1.m3u8
iHOT爱院线,http://ltccq.cqa.bcs.ottcn.com/000000001666/6000000006000030630/1.m3u

重庆移动内网儿童,#genre#
黑莓动画,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111054/1.m3u8
嘉佳卡通,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111077/1.m3u8
金鹰纪实,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111078/1.m3u8
金鹰卡通,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111044/1.m3u8
卡酷少儿,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111079/1.m3u8
卡酷少儿,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111045/1.m3u8
